Blue mean,Green mean,Red mean,Blue std,Green std,Red std,Hue mean,Saturation mean,Value mean,Hue std,Saturation std,Value std,L mean,a mean,b mean,L std,a std, b std,Class
"151,5614","123,2095","127,5918","8,2799","18,82","19,4282","118,7222","50,5544","152,0823","27,6483","26,6177","8,4449","135,1715","136,0146","113,2386","17,4458","4,7873","9,0524",c
"157,4218","128,9004","127,5695","5,9925","17,267","21,7175","110,519","54,619","158,7431","31,7161","26,6858","6,5993","139,7128","134,1703","112,5512","16,4535","3,7466","10,1261",c
"143,8243","103,859","116,8649","12,0162","21,2752","22,5389","126,7973",74,"145,3564","28,3513","27,6168","12,3253","118,6394","142,2365","107,8606","20,3137","4,3798","10,419",e
"162,5277","108,8318","105,491","8,5816","19,7931","24,6713","120,2648","92,4698","162,6037","8,2322","33,7216","8,5292","121,8312","140,767","98,6449","18,9338","4,2281","10,6861",e
"157,5151","96,829","90,1868","6,182","19,8116","20,07","117,0165","109,5172","157,5151","3,0407","30,6178","6,182","109,8255","142,274","94,1477","17,9632","6,4657","10,0681",e
"164,6915","101,7822","109,3946","6,8905","16,0353","18,0808","124,3946","98,45","164,6967","4,9101","24,9564","6,8834","118,1317","146,5274","95,1531","14,5165","5,0304","9,3042",e
"161,5092","94,7751","105,5236","8,0461","20,764","24,3111","125,4716","105,9036","161,5865","9,3334","30,1106","8,0238","112,1846","148,987","93,3219","19,419","5,9509","10,8343",e
"162,4315","98,0444","108,1212","8,2643","20,3666","22,0468","125,939","101,8057","162,5151","7,346","30,4955","8,2494","115,0633","147,9992","94,5655","18,5554","5,8965","11,0741",e
"166,7903","102,4443","115,3854","7,1215","18,1912","20,4181","127,1535","98,6103","166,8086","5,4374","26,7089","7,1176","120,14","148,5032","95,1735","16,6696","4,9895","9,9211",e
"160,0008","100,4854","105,4992","7,1422","21,9352","22,1125","122,786","95,8712","160,0008","3,1707","31,0327","7,1422","115,7584","144,9985","96,3827","20,0538","6,1136","10,5421",e
"157,6162","101,7918","107,7644","7,1096","19,8236","22,4044","123,7696","92,1599","157,6168","6,6093","26,5858","7,1101","116,8349","144,1527","98,5294","18,6033","5,3433","9,2633",e
"164,7412","100,1516","99,6617","9,1789","21,9245","24,9563","121,1768","106,7572","164,7579","7,0415","32,2719","9,1733","115,0505","145,1701","93,1608","20,1407","6,1097","11,4254",e
"158,9105","97,8367","94,0921","7,4986","25,099","28,5209","118,4944","107,5734","158,914","5,6946","39,3322","7,4948","111,5691","143,5673","94,3632","23,3491","7,6187","13,1195",e
"162,9005","107,3418","105,2654","7,9941","22,5054","23,7478","120,0687","93,5139","162,9637","7,6838","32,6435","7,9624","120,7716","141,689","97,7793","20,5457","6,0443","11,4462",e
"159,5766","95,6624","94,899","7,441","25,0117","27,7073","120,0986","108,4571","159,5774","5,0854","38,4063","7,4394","110,3039","145,2903","93,2229","23,1128","7,504","12,8717",e
"148,5936","97,4155","97,1348","9,3502","21,5504","21,7336","120,9574","93,2891","148,6215","8,8631","33,9661","9,3355","110,4434","141,3729","99,8827","19,8613","5,9599","11,1059",e
"150,5367","99,4673","103,3442","8,5195","23,6141","22,7727","121,9405","87,5446","150,5407","4,1114","34,8332","8,5194","113,3879","142,4415","100,5635","21,6604","6,7666","11,2638",e
"157,4649","112,247","104,0346","6,4189","20,3347","21,941","114,3437","87,4102","157,5442","7,759","34,3122","6,3127","123,4038","136,8222","102,5397","18,447","7,0109","11,7227",e
"161,3764","108,9033","101,5056","10,9834","22,9283","29,5232","116,9665","97,6245","161,7333","14,771","43,1327","10,5512","121,105","139,6914","98,8318","21,8327","5,9468","13,4886",e
"157,158","109,8005","109,3713","5,0731","19,2381","21,4891","121,1461","80,3575","157,237","8,5375","31,1752","5,053","122,63","139,7433","102,2995","17,8792","4,9403","10,6272",e
"158,3584","106,8733","99,3077","7,7167","21,7084","26,0464","118,0691","97,042","158,4073","8,5458","39,4893","7,6759","118,8269","139,2002","99,2203","20,2557","6,1139","12,4555",e
"157,6517","103,0554","94,8452","9,1096","23,9254","28,8739","118,6967","105,1266","157,8149","10,6232","42,0296","9,0178","115,2437","140,3169","97,4132","22,3299","6,7307","13,1632",e
"166,0254","98,7373","103,128","8,4163","23,0808","24,8981","122,7686","104,8161","166,028","4,278","31,8186","8,4171","114,8771","147,2653","92,2737","21,3235","5,9528","11,1619",e
"156,4737","89,2159","98,6774","9,2256","22,6316","25,7409","124,8612","111,6311","156,4833","5,8714","32,226","9,2212","106,2886","149,1452","92,5893","21,4308","6,4592","10,6388",e
"166,7569","103,9415","113,7532","7,5717","18,5008","18,7211","125,138","96,0868","166,7633","3,5812","27,2537","7,5693","120,7239","146,9927","95,5539","16,5851","5,9463","9,7673",e
"153,6206","116,614","133,2641","11,1199","16,194","17,9468","132,3617","64,5911","155,7969","26,3588","19,6453","10,6882","132,1311","142,2923","110,3571","15,3574","3,3229","8,9731",e
"152,6559","103,4442","129,0274","13,058","19,8318","17,0967","134,5817","85,1735","154,7379","22,5845","24,892","12,8622","122,3837","148,5162","105,0101","17,5722","5,5013","10,4169",e
"155,3274","112,7034","139,3943","9,8088","15,9301","12,862","138,9966","71,6343","156,6189","17,7713","21,3546","9,9539","131,3354","146,984","108,8794","13,6409","4,9489","8,4496",e
"154,8976","114,092","138,9267","8,476","20,8532","17,1447","139,6158","68,9756","155,6461","14,5848","25,6245","9,312","131,993","145,9267","109,5297","18,3823","5,4656","8,2247",e
"135,1679","100,4301","124,6566","7,0607","17,2374","13,906","143,6002","68,0607","136,4886","11,4722","24,6591","8,1318","117,4215","144,7356","112,39","15,3475","4,8377","7,5616",e
"128,8404","98,867","123,866","9,0679","17,9635","15,1513","142,8335","65,0709","131,8857","25,9379","20,6461","11,3306","115,5103","144,0138","115,0512","16,3546","4,5529","7,3729",e
"150,1376","117,3765","134,0564","7,545","16,7455","16,6506","138,0273","57,6702","151,2249","14,8741","20,6904","8,1659","132,4489","141,2266","112,6032","15,6351","3,3318","7,3457",e
"154,7692","122,7138","137,9893","7,2929","16,6565","15,6339","133,6762","54,5832","155,61","21,1709","20,0235","7,7443","137,4141","140,4526","112,8587","15,1803","3,7803","7,1129",e
"153,6684","122,1038","139,109","6,6849","15,0291","14,3069","138,4218","54,0208","154,6087","13,7509","18,3148","7,4805","137,1785","140,9364","113,392","13,7177","3,3839","6,5539",e
"145,5634","105,035","119,4453","11,0141","18,1569","20,1329","130,0912","73,2311","146,9756","24,563","25,5433","10,8825","120,2617","142,7171","107,8445","17,4254","3,9886","9,8801",e
"156,7211","115,4378","127,6435","9,2397","18,7679","20,2357","127,5864","68,9553","157,7204","22,5687","26,7184","8,7657","130,3675","141,9209","107,4012","17,448","4,6979","10,4124",e
"149,2441","115,3246","124,4215","7,3728","15,9833","16,7635","129,7051","58,7528","149,5205","13,6091","21,52","7,4935","128,8277","138,9062","110,8528","15,105","3,3774","7,0538",e
"144,9296","101,2066","109,1526","13,1023","20,0204","25,3168","124,6717","79,3862","146,1033","23,2249","27,7307","13,123","115,2033","141,6947","105,102","20,0454","3,7849","10,9794",e
"161,6026","128,2268","140,654","5,6445","14,4763","14,9865","133,678","53,5902","162,2094","14,5372","19,9006","5,8266","142,4652","139,7276","111,8568","13,236","3,1643","7,4149",e
"157,1118","125,3755","135,7232","7,4966","15,2916","15,3196","127,8635","52,5166","157,6739","24,6037","21,7587","7,6007","138,9938","138,7178","112,3832","13,9355","4,0085","7,9215",e
"158,3417","119,3575","131,0451","7,8374","13,8218","13,7326","129,3197","63,3472","158,7444","14,5851","19,0527","7,8887","133,9994","140,8694","108,6937","12,5864","3,6333","7,026",e
"151,1112","111,3984","116,3632","7,9951","18,2997","22,1657","125,9736","68,9688","151,3384","11,6393","25,1775","8,1578","124,5224","139,2128","107,0768","17,8349","3,435","8,5828",e
"157,4656","115,9565","126,329","10,6869","15,934","18,6013","128,1718","69,3763","158,955","21,3366","21,0145","10,4693","130,5908","141,342","107,1031","14,9785","3,5243","9,3097",e
"151,6759","112,0227","124,5631","11,8147","18,3379","20,8091","126,1092","70,3972","153,9199","28,7987","21,6273","11,3661","126,8872","141,7177","108,1993","17,4962","3,3211","10,0979",e
"150,621","110,2824","122,7296","9,5803","19,1535","20,5482","129,3026","70,3296","151,7169","21,9813","24,9951","9,7645","125,0891","141,8787","107,7858","18,1639","3,7379","9,3676",e
"143,7763","105,6168","96,6234","9,3365","16,9168","21,9953","116,2032","86,8882","144,0271","14,5497","30,9764","9,3671","115,6307","134,5903","105,9603","16,787","3,5883","8,3963",e
"152,7072","116,7414","114,669","6,3227","15,3068","19,8217","119,5386","68,1397","152,7693","9,0439","23,9597","6,3776","128,0875","135,7878","108,3316","14,9519","3,8684","7,2743",e
"151,3981","117,8784","136,9372","6,979","16,3511","15,9312","135,9238","60,0254","153,6573","25,295","21,0262","7,9109","133,6947","142,2552","112,5518","14,7106","4,3318","8,4676",e
"146,4264","90,7056","99,9725","13,6851","22,5844","27,5346","124,6506","99,1685","147,4464","20,5832","32,3454","13,701","106,1774","145,8968","98,6142","22,284","5,0323","12,3211",e
"152,7547","112,7479","121,6083","10,6291","19,0951","19,7143","124,8934","68,0034","153,3596","22,823","26,9724","10,7108","126,7893","140,5668","107,511","17,7968","4,5881","9,7948",e
"136,6527","79,2034","87,6265","17,1239","24,7151","29,2874","122,5824","109,3813","137,0363","19,1511","37,9832","17,0955","94,1825","146,6945","97,0928","24,8669","7,0046","12,1319",e
"157,7429","117,4225","132,9177","11,4839","21,7335","22,8247","129,9966","67,1954","158,9443","27,3366","28,85","11,6344","132,9846","142,7978","108,4122","20,2177","5,1931","10,9478",e
"150,2483","103,663","113,4911","13,5119","17,9616","20,2482","123,4182","81,4113","151,716","26,1643","24,385","12,8301","118,5227","142,837","103,9773","17,1976","4,3292","10,5955",e
"144,0086","102,7584","114,1775","11,2959","21,1633","24,075","131,516","74,5301","144,3526","10,7982","28,5096","11,4538","117,2252","141,9969","106,8944","20,7943","3,893","9,1463",e
"145,1708","104,7761","113,8424","11,3551","19,4667","22,3633","127,6677","72,1849","145,6201","18,1243","27,3523","11,4139","118,7028","140,954","107,0983","19,0763","4,0063","9,3969",e
"145,0008","97,0546","108,6308","14,7856","21,8534","24,9012","126,694","86,2857","146,0976","21,9002","30,8767","14,7355","112,2662","144,1241","103,2443","21,2473","5,0804","11,9288",e
"147,2806","95,225","103,7446","12,4885","24,3769","29,1829","126,9218","92,5934","147,6412","12,7012","31,278","12,6202","110,0504","144,4031","100,5039","24,186","3,8674","10,3259",e
"146,9563","104,04","120,2692","12,0282","19,6764","20,7401","131,405","76,4985","148,2278","24,7575","27,8134","11,6619","119,9389","143,9977","106,8326","18,614","4,5083","10,2675",e
"151,0148","119,4053","130,9102","7,0645","14,6593","14,3542","127,7355","55,0203","151,8795","26,4058","19,826","7,4601","133,2689","139,1073","112,4885","13,4122","3,7607","7,5323",e
"143,3481","92,8858","97,3276","10,3896","25,9355","28,0528","123,8933","92,2338","143,6164","13,9583","39,0407","10,4998","106,6412","142,9763","100,6875","24,7271","6,0793","12,3066",e
"154,7902","113,9876","124,9759","9,7719","17,1703","18,666","128,56","69,1726","155,9969","20,4134","22,0926","9,553","128,5879","141,396","107,4567","16,209","3,5523","8,885",e
"155,0269","99,8058","105,3953","7,1163","25,832","28,0225","124,9251","91,8608","155,1345","9,1796","38,4674","7,1434","114,6444","144,3895","98,6386","24,1185","6,5273","12,9609",e
"148,4226","90,6677","98,762","12,5608","25,7625","27,7255","123,6379","100,9042","149,0998","20,4438","38,1392","12,6721","106,128","146,2404","97,3621","24,2649","6,5178","13,5086",e
"150,6116","95,0008","105,3545","13,5213","23,2344","26,2299","124,695","95,3736","151,3421","22,006","34,6095","13,2995","110,8512","145,9992","98,9843","22,2389","5,7035","12,7316",e
"150,9549","101,5995","107,7512","7,1274","22,5983","24,7284","125,787","84,9155","151,1042","10,3606","34,6166","7,158","115,9201","142,7072","101,8669","21,1055","5,8582","11,8119",e
"150,7918","94,7805","99,3328","13,7107","25,2773","28,232","122,0235","96,4355","151,3737","20,3249","39,4485","13,7509","109,4268","144,5793","97,9425","23,875","6,7693","14,068",e
"153,4703","107,0477","104,2445","8,0401","18,744","22,956","118,7234","84,3961","153,5148","9,8317","31,2983","8,0309","119,2039","138,7852","102,3945","18,135","4,2127","9,6168",e
"146,4363","88,542","93,2197","9,095","26,4978","30,2422","124,5886","103,4124","146,5668","9,5462","41,7629","9,1564","103,2829","145,6073","96,7047","25,2296","6,9003","13,5577",e
"153,3591","96,6336","95,2993","13,6398","23,8329","27,0723","119,6208","101,1537","153,9732","18,5284","37,9824","13,4292","110,2289","142,9987","96,906","22,5245","6,1856","13,4123",e
"157,2257","118,1514","123,4943","7,1989","17,947","21,045","125,2879","64,6364","157,4286","14,0438","28,4013","7,1435","131,3964","139,1207","107,6614","16,9719","4,1726","9,7958",e
"145,8829","84,4884","94,0092","13,3423","27,228","30,436","125,6323","109,2689","146,2124","13,821","38,8925","13,4497","100,4891","148,0515","95,3641","26,3231","6,3238","12,7068",e
"141,2634","84,4519","98,7974","10,9739","26,8383","27,8202","129,3961","104,4164","141,3273","6,2036","39,1111","11,0398","100,8936","147,9818","98,4691","25,5795","6,298","11,5278",e
"136,4566","85,0705","92,7929","12,999","24,8516","27,1189","124,5244","97,7975","136,9213","19,1901","40,0767","13,0593","99,3915","144,5497","100,3933","23,9865","6,5757","12,7966",e
"146,9622","85,522","90,885","11,6819","25,9461","31,1195","125,2598","110,8701","147,4118","10,7013","38,5232","11,9767","100,7543","146,9496","94,8441","25,2683","5,7894","12,6677",e
"150,713","111,3882","122,2625","6,866","19,8458","20,0937","129,9234","67,6057","150,8161","7,4214","26,3604","7,03","125,7211","141,0255","108,1113","18,5999","4,3407","8,1413",e
"157,6836","115,5878","124,5458","5,6153","15,4948","15,4605","127,1989","68,6093","157,7016","5,4213","19,768","5,6227","129,8754","140,8298","106,4829","14,3387","3,4453","6,3969",e
"159,7582","130,0291","142,8012","3,8493","12,5191","12,3245","135,3001","48,0204","160,0393","8,5502","16,6561","4,1552","143,9971","138,9279","113,8529","11,3309","2,9034","5,7493",e
"160,514","127,2966","142,1816","6,0526","17,4308","17,6341","136,3671","53,7169","160,8676","10,0259","21,8738","6,4665","141,9855","140,5478","112,2415","16,0813","3,5236","7,4516",e
"146,7778","116,1913","129,5911","6,2894","16,6437","17,7347","136,7755","54,7457","147,4914","12,936","21,657","6,9467","130,3414","139,6495","113,2222","15,845","2,9923","7,2637",e
"158,0709","125,8212","135,7677","6,0357","14,378","13,6965","130,4951","52,3435","158,0981","5,1976","18,3825","6,0508","139,3784","138,602","112,0316","13,0775","3,2644","5,9537",e
"158,4042","129,2711","144,9951","4,825","13,8732","14,0672","139,3785","47,989",159,"9,5051","17,2949","5,6207","143,7973","139,8767","114,5653","12,7525","2,8913","6,0336",e
"160,9924","129,7983","144,4729","5,2343","13,6172","13,8286","136,8221","50,2148","161,4132","8,8061","17,5598","5,4975","144,2538","139,9165","113,3416","12,4892","2,8609","6,2397",e
"157,8052","127,8037","141,3166","4,9953","15,7692","16,8611","136,9298","49,8739","158,5201","10,9236","19,6186","5,9972","141,8997","139,3166","113,7679","14,7058","3,2554","6,9017",e
"158,1436","124,047","132,1084","5,594","15,2395","15,6143","128,4478","55,389","158,1736","5,9235","19,7562","5,6047","137,3512","138,4504","110,8029","14,1168","3,1456","6,4897",e
"152,1301","113,7831","126,2819","8,8024","22,0115","21,7657","132,188","65,4048","152,2289","7,6828","28,5698","8,9134","128,388","141,3181","108,9084","20,5059","4,6476","8,9279",e
"147,8563","98,7797","104,6122","9,863","23,2598","24,5859","124,668","86,0838","147,8573","5,1239","30,6306","9,8646","112,7332","142,4529","101,7983","22,266","4,6983","9,4526",e
"158,4584","118,2708","132,0174","5,1014","17,2935","18,0384","132,8656","65,3501","158,6741","8,4375","23,696","5,3806","133,4159","141,9632","108,236","16,0424","3,7324","8,1",e
"156,5913","125,3078","137,2158","5,9325","16,3792","17,674","133,47","52,1456","157,0792","14,6919","20,1398","6,5541","139,1865","139,0894","112,8212","15,3298","3,3778","6,9993",e
"158,269","129,0991","144,7614","4,7719","13,4189","13,5752","138,4075","48,5511","159,2144","15,4263","16,4677","5,8561","143,6198","139,8241","114,542","12,3085","2,7698","6,2492",e
"155,3588","118,7533","129,9473","5,998","18,0725","18,8456","132,1959","61,0508","155,7307","11,5078","24,4717","6,3866","132,9944","140,2863","109,742","16,8238","3,7584","8,3536",e
"159,2278","116,251","123,7012","8,3517","22,9623","25,3073","126,9031","70,3956","159,2456","7,3381","29,1062","8,3733","130,2224","140,8363","105,8158","21,751","4,6278","9,5026",e
"153,6093","114,247","121,7482","7,9539","20,2967","23,0771","128,399","66,4371","153,7007","8,1595","26,6642","7,9926","127,8741","139,9145","107,6473","19,5961","3,2994","8,7178",e
"154,3276","114,3619","128,0428","6,2004","17,9273","19,8783","132,3084","66,8704","154,5353","8,1961","24,0203","6,378","129,454","142,0075","108,3041","16,9929","3,9256","7,976",e
"151,2172","117,6402","116,0011","6,8521","15,2619","17,9015","120,1241","61,2885","151,2356","6,2314","24,5714","6,8663","128,8333","135,3011","109,6115","14,6689","2,8303","7,5079",e
"155,5646","125,5269","126,3411","9,0256","15,3859","19,8209","121,6691","54,4673","156,4165","22,541","22,6919","9,3313","136,9274","135,1655","111,9956","15,0333","2,2671","7,9985",e
"149,1633","118,9271","118,4737","6,3317","16,284","19,2991","121,3563","56,9474","149,2942","14,472","25,1519","6,4127","129,9973","134,9109","111,5412","15,7124","2,8404","7,5601",e
"150,4256","116,1319","112,9171","6,8692","15,3776","20,0334","119,9201","67,1618","150,4625","9,8039","27,0554","6,8889","127,0509","135,0699","108,995","15,1288","2,7331","7,6118",e
"157,8709","125,8448","129,5618","6,9884","17,6384","22,8481","125,8887","54,8283","158,3434","18,5548","25,3511","7,3275","138,0357","136,6745","111,2967","17,3133","2,7848","8,7148",e
"146,3279","109,058","108,5214","7,8663","17,9832","23,8995","121,6965","71,889","146,3493","9,1333","28,6514","7,887","120,6752","136,8859","107,5957","18,2084","2,5563","7,7607",e
"152,2903","121,0552","118,1248","7,3816","16,4272","22,073","120,8534","61,1234","152,4194","10,174","26,9642","7,3973","131,7213","134,3077","110,7184","16,4477","2,0483","7,2716",e
"146,3318","110,2442","105,9428","6,9462","16,7835","22,4537","118,4311","75,0098","146,3372","8,1362","28,7686","6,9528","121,0519","135,2943","107,7719","16,7526","3,6899","7,5958",e
"155,9321","114,8279","111,0404","6,9475","15,4775","20,9101","120,0662","76,6309","156,0153","8,9325","27,9919","6,9357","126,3409","136,7068","105,3215","15,2897","2,5002","8,2095",e
"156,4558","120,4861","116,7952","7,9006","17,972","24,6936","118,5612","69,0182","156,7745","16,4778","29,8154","8,1854","131,5176","135,3479","108,1733","17,9568","2,7794","8,7431",e
"148,1934","109,6116","107,1644","9,9346","18,178","24,3137","118,4037","76,1848","148,8399","21,7596","31,8594","9,8355","121,0673","136,7445","106,667","18,1575","3,159","9,7453",e
"144,9869","111,9673","111,1872","8,1056","20,9724","26,0005","121,8442","66,1099","145,3626","13,0955","31,5749","8,5376","123,106","135,7827","109,7984","20,7252","3,4356","8,9709",e
"151,4075","118,7363","114,1712","9,9439","17,4107","23,5506","118,4041","66,4623","151,8801","20,5017","32,3487","10,0887","129,2614","134,3094","109,7763","17,297","2,5999","9,2651",e
"155,0419","129,7415","127,0519","7,4076","17,8314","22,777","117,1687","51,0878","155,3942","20,6657","27,1271","7,8437","139,9251","132,8782","114,0758","17,3874","3,7837","8,1328",e
"151,7936","111,0957","112,8822","10,361","17,7512","23,5596","122,9003","72,7664","152,2719","17,2687","28,4584","10,4448","123,6747","138,57","106,1782","17,6701","3,2321","9,614",e
"154,6867","131,2225","135,7745","9,3636","17,3741","20,2096","120,9707","43,063","156,1596","31,8717","17,731","10,5969","142,7365","134,7965","116,0571","16,6211","3,017","7,1929",e
"142,2245","111,7013","110,3423","6,8919","16,9171","21,1871","120,9007","61,6976","142,4462","15,4905","26,8383","7,25","122,5482","134,7727","111,0881","16,7651","2,4896","7,6777",e
"151,1451","117,9465","114,3757","8,2338","19,4075","25,2492","119,7348","66,7503","151,2747","11,5031","30,5312","8,3806","128,6468","134,7194","109,5577","19,284","3,083","8,1557",e
"152,7071","124,2252","125,2625","7,2821","19,7201","23,6463","122,9615","54,8985","153,3127","18,4799","25,7163","8,2897","135,4714","134,9603","112,7771","18,9585","4,1712","8,3754",e
"154,0629","128,6192","121,0866","7,9273","16,2274","22,0287","115,8268","56,9715","154,3025","15,9965","29,3662","8,1504","137,8849","131,2859","113,4009","16,1183","2,2038","7,6466",e
"148,3481","109,2344","103,0072","7,9587","17,846","22,8829","117,5113","81,8269","148,4319","9,7291","29,5822","8,0394","119,9522","135,5654","105,8864","17,5803","4,0037","8,2079",e
"148,9032","114,588","110,9244","7,2142","16,4769","20,7272","118,2432","67,3872","148,9469","9,6715","28,3488","7,2383","125,3861","134,9398","108,9174","16,257","2,5786","7,615",e
"151,2191","123,1687","123,7012","6,6575","17,1905","22,7797","124,0093","53,0584","151,8247","19,2191","26,0852","7,0867","134,2802","134,6667","112,9243","17,085","2,3327","8,2826",e
"148,2344","117,2968","113,3461","6,9149","15,1098","20,9131","119,7349","62,9069","148,287","10,035","26,9542","6,9824","127,7174","133,908","110,7349","15,303","1,7588","7,0037",e
"152,8387","118,8509","124,3089","8,9452","17,05","21,3054","125,5054","59,6376","153,8058","22,0205","21,4055","9,5022","131,5627","137,7668","110,3662","16,7613","2,3553","8,1424",e
"150,666","121,9015","124,1846","6,6442","14,7963","18,9752","125,0477","51,888","150,9938","16,11","21,8181","6,9309","133,4409","135,3631","112,7946","14,5812","2,294","7,1457",e
"155,5023","118,4292","122,7976","7,6833","17,264","21,1858","125,9494","62,3552","155,6064","9,3603","23,5316","7,7715","131,194","138,1678","108,6007","16,8528","2,5582","7,8997",e
"164,44","124,4979","129,0368","6,7907","17,9244","20,9002","126,1011","63,8589","165,1326","17,0142","26,1787","6,4706","137,6842","138,9284","107,2716","16,6765","3,8374","10,2438",e
"149,2953","116,4342","116,6166","6,4741","16,5974","19,7321","120,2715","60,2145","149,6321","17,7877","25,4167","6,8115","127,9368","135,7824","110,1813","16,016","3,0057","8,2252",e
"155,0489","107,7923","109,3436","10,0687","21,1966","25,001","122,0187","82,2614","155,6792","16,538","30,8286","9,9267","120,9593","140,4544","102,5293","20,3227","4,4709","11,0343",e
"156,7753","115,2645","114,3837","6,7011","19,802","25,7978","121,395","73,8059","156,8967","14,4433","34,3788","6,6796","127,4336","137,9546","105,4767","19,2916","3,8614","10,7803",e
"160,9006","123,4259","126,3441","6,0165","16,4687","20,4442","124,4708","61,6131","161,0984","12,7925","24,8013","6,0367","135,9971","137,7183","108,2934","15,7963","3,0464","8,6161",e
"152,2758","120,0071","120,8283","6,7961","15,6827","17,8827","120,6152","56,7626","152,4313","16,9267","22,8474","6,9396","131,5768","135,7202","110,6778","14,9871","2,9752","7,4894",e
"152,0281","117,1891","120,2556","5,8844","15,3177","19,1931","125,2687","60,1292","152,1742","9,2345","23,3502","5,9771","129,47","137,2172","109,5599","14,9736","2,6086","7,7766",e
"153,0588","118,6701","115,4938","11,2114","20,6984","26,3456","114,2629","68,2567","154,0907","29,016","33,746","11,6024","129,6495","135,3629","109,0186","20,1227","3,729","11,2315",e
"159,6474","123,8611","126,4225","8,2945","15,8996","19,1979","122,1635","62,1134","160,6181","23,012","22,6566","8,0907","136,2297","137,2221","109,1994","14,858","3,5046","9,091",e
"152,9237","116,3217","117,386","5,6109","19,3763","22,3607","120,273","65,148","153,5239","21,0288","28,6251","6,4173","128,364","137,1737","108,3263","18,3528","4,3189","10,0655",e
"161,2458","135,4096","134,3888","8,4012","20,8907","24,4346","114,3992","47,2744","161,9337","30,0231","30,3195","8,9193","145,8895","133,619","114,1014","19,7728","3,9138","10,209",e
"149,9092","115,9231","112,797","7,7139","14,7512","18,6747","118,3333","65,594","149,9284","9,5506","25,0704","7,7157","126,8237","134,9466","109,187","14,5035","3,2613","7,3319",e
"157,3903","111,5469","108,3266","12,6875","19,8119","23,0903","116,4221","82,5896","158,1357","22,6688","32,3466","12,3655","123,6658","138,4874","102,8057","18,8172","4,5241","11,6601",e
"149,1043","113,8087","106,5415","8,5523","18,5982","24,3523","114,4464","75,5233","149,4787","19,3466","34,2411","8,7242","124,0071","134,2753","107,9028","18,2904","3,2511","9,5877",e
"158,476","125,1687","123,7255","7,9128","17,0811","20,5696","119,2315","59,3044","158,8323","19,0358","25,4701","8,2159","136,3663","135,2365","109,9431","16,2983","3,0015","8,6769",e
"155,6833","130,1773","129,142","9,9487","16,7984","20,4873","110,2229","49,9561","157,457","33,458","23,2701","10,1921","140,759","133,4768","114,2246","16,0676","3,0865","9,6631",e
"159,2006","121,3414","146,4431","7,7456","18,4836","14,8762","137,8274","63,2547","160,8414","26,0876","23,3464","8,1763","139,0448","145,208","111,2826","15,9239","5,3621","8,7723",e
"160,8375","125,7802","150,7229","5,8183","16,5394","12,7367","143,0958","57,2125","161,7292","11,1413","19,7718","6,7569","143,1562","144,3677","112,8021","14,0895","4,5927","6,6905",e
"148,4952","108,2077","133,3663","9,2079","17,5688","14,4802","138,2934","70,6768","149,1392","17,8199","21,9828","9,748","126,1251","145,9955","109,7587","15,6644","4,9276","7,0388",e
"146,1412","95,265","116,836","10,6495","21,3902","17,5935","133,9519","90,2689","146,8407","14,5201","30,712","10,695","113,2397","147,903","103,2043","18,9274","6,2565","9,9911",e
"151,5932","112,365","134,5089","7,6831","16,1192","13,4038","137,7618","67,8043","152,7022","16,3704","21,0915","7,9637","129,4927","144,6698","109,9064","14,0967","4,6066","7,604",e
"153,8266","121,1826","144,3275","12,552","16,8754","12,8979","133,9495","57,945","156,1642","34,6942","20,0902","11,3903","137,9486","143,3743","113,8018","14,6081","5,5919","8,4846",e
"156,745","122,0273","150,8115","11,0587","19,2374","15,0556","140,1712","62,6512","161,0164","31,5314","21,5162","10,9168","140,3834","145,7978","113,5765","16,2155","6,4248","9,197",e
"153,0521","115,2321","143,7174","10,9476","19,1947","15,5022","135,984","68,2843","156,3751","33,2705","20,3386","11,6902","133,7855","146,5088","111,7065","16,6972","5,3927","9,2719",e
"149,2637","112,0013","137,2386","7,6609","16,1562","12,9747","140,035","65,0443","149,9293","16,919","20,2811","8,1286","129,692","145,2677","111,4468","14,1388","4,8472","6,4187",e
"148,4178","111,9602","128,0995","10,1361","18,0106","15,4763","129,2958","65,8114","150,1298","28,5886","21,6185","10,2574","127,3356","142,0649","110,4801","16,0004","4,9265","8,5641",e
"151,9792","123,983","145,1951","6,0285","14,05","10,102","143,6989","48,1913","152,6496","14,4311","18,2574","6,445","139,8314","141,5436","116,0019","11,8686","4,7348","5,5744",e
"168,7682","122,9051","133,4772","5,079","14,0063","14,604","127,6688","69,5073","168,7692","4,4209","18,9157","5,0779","137,9662","142,1195","105,0192","12,7242","3,6342","6,7046",e
"178,6933","112,8939","130,5872","8,3981","17,2108","18,2773","129,4137","94,0354","178,9276","8,162","25,2636","8,1991","131,9803","149,7895","95,588","14,8375","5,9772","10,5823",e
"156,5301","103,8973","118,2141","6,5398","20,6409","20,2532","129,3813","86,1826","156,5336","4,6033","30,1727","6,5388","120,4286","145,7517","101,4199","18,8138","5,5777","9,8543",o
"166,9875","108,2393","109,8868","7,8552","21,6632","23,995","119,4249","93,6326","167,5842","18,2547","31,8324","7,521","122,9098","143,6916","96,6868","19,6226","6,2765","12,8012",o
"153,0196","112,5613","109,3908","4,562","13,4952","12,4611","117,283","73,5984","153,0259","4,3259","19,7803","4,5623","124,1062","136,6","105,7018","12,0705","4,2699","7,0226",o
